<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200106;152700;62593.0000000;62597.0000000;62589.0000000;62594.0000000;168
20200106;152800;62591.0000000;62604.0000000;62591.0000000;62598.0000000;503
20200106;152900;62597.0000000;62597.0000000;62581.0000000;62588.0000000;1814
20200106;153000;62587.0000000;62589.0000000;62577.0000000;62585.0000000;670
20200106;153100;62583.0000000;62587.0000000;62577.0000000;62578.0000000;483
20200106;153200;62579.0000000;62585.0000000;62572.0000000;62584.0000000;560
20200106;153300;62584.0000000;62594.0000000;62582.0000000;62587.0000000;702
20200106;153400;62587.0000000;62587.0000000;62576.0000000;62581.0000000;412
20200106;153500;62582.0000000;62583.0000000;62578.0000000;62583.0000000;171
20200106;153600;62580.0000000;62583.0000000;62563.0000000;62574.0000000;2738
20200106;153700;62573.0000000;62575.0000000;62548.0000000;62563.0000000;6795
20200106;153800;62565.0000000;62576.0000000;62562.0000000;62572.0000000;1166
20200106;153900;62572.0000000;62577.0000000;62572.0000000;62577.0000000;290
20200106;154000;62574.0000000;62576.0000000;62560.0000000;62566.0000000;2025
20200106;154100;62568.0000000;62569.0000000;62552.0000000;62555.0000000;1210
20200106;154200;62555.0000000;62559.0000000;62552.0000000;62556.0000000;834
20200106;154300;62556.0000000;62560.0000000;62553.0000000;62557.0000000;492
20200106;154400;62555.0000000;62559.0000000;62549.0000000;62556.0000000;1062
20200106;154500;62556.0000000;62556.0000000;62550.0000000;62553.0000000;1572
20200106;154600;62553.0000000;62555.0000000;62551.0000000;62555.0000000;666
20200106;154700;62553.0000000;62554.0000000;62546.0000000;62551.0000000;2153
20200106;154800;62552.0000000;62560.0000000;62536.0000000;62541.0000000;4198
20200106;154900;62543.0000000;62548.0000000;62513.0000000;62526.0000000;3658
20200106;155000;62525.0000000;62539.0000000;62521.0000000;62523.0000000;3585
20200106;155100;62525.0000000;62531.0000000;62512.0000000;62531.0000000;1873
20200106;155200;62530.0000000;62535.0000000;62528.0000000;62532.0000000;552
20200106;155300;62534.0000000;62535.0000000;62527.0000000;62527.0000000;122
20200106;155400;62530.0000000;62537.0000000;62526.0000000;62534.0000000;1255
20200106;155500;62531.0000000;62537.0000000;62530.0000000;62537.0000000;711
20200106;155600;62534.0000000;62536.0000000;62525.0000000;62529.0000000;2326
20200106;155700;62531.0000000;62531.0000000;62520.0000000;62521.0000000;2883
20200106;155800;62521.0000000;62523.0000000;62503.0000000;62505.0000000;3347
20200106;155900;62503.0000000;62514.0000000;62503.0000000;62510.0000000;3012
20200106;160000;62510.0000000;62510.0000000;62490.0000000;62496.0000000;7126
20200106;160100;62499.0000000;62520.0000000;62496.0000000;62520.0000000;4580
20200106;160200;62520.0000000;62525.0000000;62518.0000000;62519.0000000;1260
20200106;160300;62520.0000000;62525.0000000;62517.0000000;62519.0000000;603
20200106;160400;62519.0000000;62524.0000000;62518.0000000;62522.0000000;286
20200106;160500;62521.0000000;62529.0000000;62521.0000000;62521.0000000;790
20200106;160600;62521.0000000;62529.0000000;62517.0000000;62528.0000000;914
